Axis1,Axis2,Axis3,Vector Magnitude,RR,label
55,39,133,149.11,20.414,1
0,0,33,33.0,2.28,1
0,0,0,0.0,0.63,1
4,1,7,8.12,0.648,1
58,42,31,78.03,0.256,1
16,1,47,49.66,0.377,1
11,0,39,40.52,0.445,1
16,39,64,76.64,0.781,1
21,31,61,71.58,1.702,1
0,0,0,0.0,0.29,1
0,0,0,0.0,0.545,1
0,0,0,0.0,0.587,1
0,0,0,0.0,7.498,1
0,0,0,0.0,0.65,1
0,0,0,0.0,0.663,1
0,0,0,0.0,0.685,1
0,0,0,0.0,0.704,1
0,0,0,0.0,0.713,1
0,0,0,0.0,0.722,1
0,0,0,0.0,0.736,1
0,0,0,0.0,0.753,1
0,0,0,0.0,0.759,1
0,0,0,0.0,0.759,1
0,0,0,0.0,0.747,1
3,0,0,3.0,0.731,1
36,36,6,51.26,0.706,1
14,16,0,21.26,0.699,1
26,4,39,47.04,0.703,1
0,86,87,122.33,0.702,1
58,62,144,167.16,0.688,1
46,69,119,145.04,0.673,1
73,153,46,175.65,0.677,1
0,9,0,9.0,0.683,1
0,38,0,38.0,0.684,1
16,2,14,21.35,0.69,1
64,83,88,136.85,0.697,1
18,93,43,104.03,0.7,1
19,16,0,24.84,0.716,1
53,27,0,59.48,0.706,1
50,14,10,52.88,0.702,1
24,0,0,24.0,0.702,1
0,0,0,0.0,0.688,1
0,0,1,1.0,0.68,1
41,0,4,41.19,0.668,1
0,0,0,0.0,0.669,1
0,0,0,0.0,0.665,1
0,0,0,0.0,0.65,1
0,0,0,0.0,0.686,1
0,0,0,0.0,0.674,1
0,0,0,0.0,0.655,1
28,19,0,33.84,0.659,1
23,15,28,39.22,0.655,1
79,46,43,101.02,0.647,1
143,76,15,162.63,0.644,1
35,179,94,205.19,0.642,1
35,45,70,90.28,0.649,1
25,47,51,73.72,0.636,1
125,6,43,132.33,0.62,1
34,14,38,52.88,0.62,1
58,0,0,58.0,0.646,1
91,31,16,97.46,0.695,1
46,0,7,46.53,0.725,1
76,0,13,77.1,0.731,1
150,96,59,187.61,0.755,1
38,22,34,55.53,0.781,1
45,42,55,82.55,0.789,1
56,127,84,162.24,0.798,1
88,77,58,130.53,0.793,1
137,69,50,161.34,0.77,1
86,74,21,115.38,0.757,1
70,19,16,74.28,0.766,1
42,98,64,124.35,0.771,1
19,42,92,102.9,0.764,1
60,97,232,258.52,0.779,1
74,6,45,86.82,0.813,1
13,0,57,58.46,0.821,1
40,0,1,40.01,0.784,1
0,0,0,0.0,0.74,1
0,0,0,0.0,0.736,1
0,0,0,0.0,0.651,1
0,0,0,0.0,0.631,1
17,51,31,62.06,0.619,1
71,161,76,191.67,0.631,1
5,131,125,181.14,0.69,1
50,80,47,105.4,0.596,1
22,21,35,46.37,0.613,1
0,0,0,0.0,0.625,1
0,0,0,0.0,0.607,1
0,0,0,0.0,0.601,1
0,0,0,0.0,0.596,1
0,0,0,0.0,0.608,1
0,0,0,0.0,0.634,1
9,0,0,9.0,0.66,1
0,0,0,0.0,0.675,1
0,0,0,0.0,0.665,1
0,0,0,0.0,0.633,1
0,0,0,0.0,0.622,1
0,0,0,0.0,0.625,1
0,0,0,0.0,0.639,1
0,0,0,0.0,0.629,1
0,0,0,0.0,0.62,1
0,0,0,0.0,0.592,1
0,0,0,0.0,0.553,1
0,0,0,0.0,0.564,1
0,0,0,0.0,0.602,1
0,0,0,0.0,0.609,1
0,0,0,0.0,0.635,1
0,0,0,0.0,0.649,1
0,0,0,0.0,0.637,1
0,0,0,0.0,0.623,1
0,0,0,0.0,0.621,1
0,0,0,0.0,0.631,1
13,0,1,13.04,0.649,1
0,0,0,0.0,0.668,1
0,0,0,0.0,0.676,1
0,0,0,0.0,0.656,1
0,0,0,0.0,0.642,1
27,0,27,38.18,0.655,1
14,8,20,25.69,0.673,1
0,15,55,57.01,0.68,1
0,0,0,0.0,0.671,1
0,0,0,0.0,0.665,1
0,0,0,0.0,0.673,1
0,0,0,0.0,0.691,1
0,0,0,0.0,0.778,1
0,0,0,0.0,0.791,1
0,0,0,0.0,0.84,1
1,0,7,7.07,0.851,1
10,0,30,31.62,0.848,1
30,0,0,30.0,0.843,1
42,0,0,42.0,0.828,1
8,0,0,8.0,0.818,1
0,0,0,0.0,0.781,1
0,0,0,0.0,0.752,1
0,0,0,0.0,0.75,1
0,0,0,0.0,0.744,1
23,0,5,23.54,0.715,1
68,0,27,73.16,0.735,1
3,0,1,3.16,0.753,1
0,0,0,0.0,0.795,1
6,0,1,6.08,0.772,1
93,208,51,233.48,0.759,1
22,77,10,80.7,0.771,1
0,83,0,83.0,0.79,1
0,19,0,19.0,0.838,1
0,0,0,0.0,0.854,1
0,0,0,0.0,0.833,1
0,0,0,0.0,0.84,1
0,0,0,0.0,0.796,1
0,0,0,0.0,0.799,1
0,0,0,0.0,0.829,1
0,0,0,0.0,0.828,1
0,0,0,0.0,0.838,1
0,0,0,0.0,0.85,1
0,0,0,0.0,0.849,1
0,0,0,0.0,0.773,1
0,0,0,0.0,0.729,1
0,0,0,0.0,0.772,1
0,0,0,0.0,0.766,1
0,0,0,0.0,0.757,1
0,0,0,0.0,0.754,1
0,0,0,0.0,0.756,1
0,0,0,0.0,0.752,1
