Axis1,Axis2,Axis3,Vector Magnitude,RR,label
87,257,110,292.78,0.787,1
17,211,89,229.63,0.813,1
28,55,0,61.72,0.881,1
0,23,0,23.0,0.937,1
0,0,0,0.0,0.936,1
91,129,76,175.21,0.886,1
67,83,13,107.46,0.896,1
117,212,131,275.31,0.897,1
79,69,48,115.35,0.903,1
7,40,14,42.95,0.846,1
0,24,3,24.19,0.873,1
0,0,0,0.0,0.85,1
0,0,12,12.0,0.843,1
16,0,26,30.53,0.809,1
12,0,7,13.89,0.834,1
0,0,0,0.0,0.823,1
0,0,0,0.0,0.829,1
0,0,0,0.0,0.837,1
0,0,0,0.0,0.805,1
0,0,0,0.0,0.843,1
4,0,0,4.0,0.842,1
0,0,0,0.0,0.853,1
0,0,0,0.0,0.839,1
0,0,0,0.0,0.837,1
0,0,0,0.0,0.851,1
0,0,0,0.0,0.857,1
0,0,0,0.0,0.857,1
0,4,0,4.0,0.824,1
4,1,6,7.28,0.859,1
66,133,69,163.73,0.854,1
25,85,44,98.92,0.834,1
97,214,141,274.02,0.804,1
91,109,52,151.22,0.824,1
49,86,56,113.72,0.812,1
22,70,52,89.93,0.825,1
17,19,27,37.13,0.798,1
13,4,9,16.31,0.801,1
0,0,0,0.0,0.815,1
0,0,0,0.0,0.815,1
5,0,0,5.0,0.81,1
15,75,26,80.78,0.787,1
55,212,24,220.33,0.768,1
65,131,76,164.81,0.781,1
82,338,80,356.89,0.802,1
104,99,17,144.59,0.808,1
67,53,39,93.91,0.842,1
57,18,22,63.69,0.839,1
25,27,2,36.85,0.844,1
62,37,18,74.41,0.847,1
14,81,67,106.05,0.837,1
29,4,42,51.2,0.81,1
14,32,89,95.61,0.809,1
7,38,52,64.78,0.787,1
10,14,44,47.24,0.767,1
0,0,0,0.0,0.61,1
61,79,16,101.08,0.595,1
0,30,5,30.41,0.6,1
0,0,0,0.0,0.602,1
10,27,23,36.85,0.591,1
35,153,134,206.37,0.598,1
33,261,154,304.84,0.596,1
0,85,20,87.32,0.577,1
0,65,0,65.0,0.604,1
0,0,0,0.0,0.613,1
0,0,0,0.0,0.63,1
0,0,0,0.0,0.622,1
0,0,0,0.0,0.632,1
0,0,0,0.0,0.642,1
0,0,0,0.0,0.646,1
4,10,4,11.49,0.646,1
6,0,4,7.21,0.649,1
0,0,0,0.0,0.399,1
0,0,0,0.0,0.882,1
0,0,0,0.0,0.641,1
0,0,0,0.0,0.64,1
0,0,0,0.0,0.639,1
0,0,0,0.0,0.638,1
0,0,0,0.0,0.632,1
0,0,0,0.0,0.624,1
0,0,0,0.0,0.635,1
0,0,0,0.0,0.636,1
0,0,0,0.0,0.634,1
0,0,0,0.0,0.655,1
0,0,0,0.0,0.655,1
1,0,10,10.05,0.66,1
47,141,34,152.47,0.678,1
19,61,0,63.89,0.686,1
41,48,45,77.52,0.684,1
0,56,0,56.0,0.684,1
0,4,0,4.0,0.669,1
0,0,0,0.0,0.675,1
