Axis1,Axis2,Axis3,Vector Magnitude,RR,label
2,35,39,52.44,3.177,1
31,119,68,140.52,0.498,1
27,46,73,90.41,0.344,1
14,48,30,58.31,4.672,1
19,73,10,76.09,0.287,1
24,1,0,24.02,0.737,1
36,21,6,42.11,0.609,1
8,47,3,47.77,2.091,1
19,30,54,64.63,0.314,1
60,90,43,116.4,4.556,1
51,209,74,227.5,0.683,1
17,65,37,76.7,0.628,1
83,178,36,199.67,0.615,1
27,46,92,106.34,0.652,1
15,55,58,81.33,0.665,1
71,67,55,112.05,0.697,1
32,173,31,178.64,0.719,1
53,63,100,129.53,0.725,1
74,36,40,91.5,0.706,1
64,0,54,83.74,0.684,1
47,34,49,75.93,0.636,1
51,137,103,178.83,0.25,1
24,34,81,91.07,0.575,1
7,41,91,100.05,1.096,1
2,5,30,30.48,0.623,1
15,35,52,64.45,0.567,1
0,0,53,53.0,0.784,1
47,27,133,143.62,0.791,1
100,66,82,145.19,0.766,1
41,43,78,98.05,2.54,1
42,43,53,80.14,0.336,1
66,10,17,68.88,0.701,1
82,50,31,100.92,0.694,1
33,16,31,48.02,0.677,1
9,93,8,93.78,0.669,1
13,8,38,40.95,0.653,1
13,28,26,40.36,0.645,1
0,37,0,37.0,0.645,1
2,1,0,2.24,0.344,1
52,101,133,174.91,0.296,1
27,152,95,181.27,0.637,1
0,9,0,9.0,0.337,1
3,22,15,26.8,0.327,1
4,0,98,98.08,0.482,1
4,0,101,101.08,0.863,1
79,109,134,189.94,1.353,1
175,57,75,198.74,0.679,1
53,26,36,69.14,0.668,1
73,19,33,82.33,0.667,1
63,0,25,67.78,0.659,1
85,15,7,86.6,0.681,1
154,135,94,225.34,0.69,1
16,80,47,94.15,0.695,1
47,9,63,79.11,0.404,1
0,0,0,0.0,0.308,1
41,12,71,82.86,0.277,1
12,12,73,74.95,0.436,1
24,39,47,65.62,0.386,1
0,4,30,30.27,2.868,1
0,8,2,8.25,0.648,1
67,46,187,203.9,0.673,1
20,47,65,82.67,0.687,1
26,29,77,86.29,0.704,1
