Axis1,Axis2,Axis3,Vector Magnitude,RR,label
0,0,0,0.0,0.809,1
0,0,0,0.0,0.806,1
0,0,0,0.0,0.831,1
0,0,0,0.0,0.854,1
0,0,0,0.0,0.885,1
0,0,0,0.0,0.881,1
0,0,0,0.0,0.919,1
0,0,0,0.0,0.935,1
0,0,0,0.0,0.914,1
0,0,0,0.0,0.92,1
0,0,0,0.0,0.924,1
0,0,0,0.0,0.877,1
0,0,0,0.0,0.818,1
0,0,0,0.0,0.818,1
0,0,0,0.0,0.82,1
0,0,0,0.0,0.775,1
0,0,0,0.0,0.799,1
0,0,0,0.0,0.789,1
0,0,0,0.0,0.788,1
0,0,0,0.0,0.81,1
0,0,0,0.0,0.787,1
0,0,0,0.0,0.832,1
0,0,0,0.0,0.853,1
82,55,46,108.93,0.891,1
42,63,30,81.44,0.914,1
28,0,0,28.0,0.957,1
0,0,0,0.0,0.932,1
0,0,0,0.0,0.945,1
0,0,0,0.0,0.933,1
0,0,0,0.0,0.916,1
0,0,0,0.0,0.882,1
0,0,0,0.0,0.898,1
0,0,0,0.0,0.924,1
0,0,0,0.0,0.874,1
0,0,0,0.0,0.888,1
0,0,0,0.0,0.9,1
0,0,0,0.0,0.875,1
0,0,0,0.0,0.886,1
0,0,0,0.0,0.866,1
0,0,0,0.0,0.872,1
0,0,0,0.0,0.893,1
0,0,0,0.0,0.875,1
0,0,0,0.0,0.885,1
0,0,0,0.0,0.886,1
0,0,0,0.0,0.907,1
0,0,0,0.0,0.914,1
0,0,0,0.0,0.945,1
0,0,0,0.0,0.894,1
0,0,0,0.0,0.91,1
0,0,0,0.0,0.933,1
0,0,0,0.0,0.879,1
0,0,0,0.0,0.933,1
0,0,0,0.0,0.871,1
0,0,0,0.0,0.926,1
0,0,0,0.0,0.867,1
0,0,0,0.0,0.896,1
0,0,0,0.0,0.884,1
0,0,0,0.0,0.881,1
0,0,0,0.0,0.899,1
0,0,0,0.0,0.899,1
0,0,0,0.0,0.899,1
0,0,0,0.0,0.921,1
0,0,0,0.0,0.914,1
0,0,0,0.0,0.958,1
0,0,0,0.0,0.902,1
0,0,0,0.0,0.97,1
0,0,0,0.0,0.893,1
0,0,0,0.0,0.969,1
0,0,0,0.0,0.928,1
0,0,0,0.0,0.855,1
34,136,35,144.49,0.984,1
8,32,19,38.07,0.951,1
44,70,67,106.42,0.948,1
60,63,28,91.39,0.962,1
28,6,35,45.22,0.969,1
11,58,102,117.85,0.962,1
39,10,63,74.77,0.947,1
19,1,76,78.35,0.82,1
0,0,38,38.0,0.965,1
0,0,21,21.0,0.874,1
20,9,118,120.02,0.956,1
123,9,86,150.35,0.876,1
23,0,0,23.0,0.958,1
92,17,74,119.29,0.872,1
79,2,54,95.71,0.958,1
41,0,24,47.51,0.861,1
6,0,0,6.0,0.869,1
3,3,5,6.56,0.942,1
35,32,79,92.14,0.878,1
0,14,39,41.44,0.941,1
31,77,108,136.21,0.948,1
147,26,153,213.76,0.956,1
63,14,127,142.46,0.965,1
53,0,191,198.22,0.966,1
55,0,141,151.35,0.952,1
11,0,118,118.51,0.953,1
156,31,225,275.54,0.969,1
87,60,74,129.02,0.941,1
3,22,78,81.1,0.917,1
0,5,31,31.4,0.894,1
0,10,10,14.14,0.817,1
0,0,0,0.0,0.823,1
0,7,7,9.9,0.807,1
70,41,22,84.05,0.791,1
0,0,0,0.0,0.806,1
0,0,0,0.0,0.841,1
0,0,0,0.0,0.861,1
0,0,0,0.0,0.895,1
0,36,50,61.61,0.88,1
150,40,119,195.6,0.821,1
169,82,385,428.38,0.851,1
0,43,17,46.24,0.822,1
0,14,10,17.2,0.78,1
0,0,0,0.0,0.795,1
0,0,0,0.0,0.809,1
0,0,0,0.0,0.817,1
0,0,0,0.0,0.852,1
0,0,0,0.0,0.818,1
0,0,0,0.0,0.809,1
