Axis1,Axis2,Axis3,Vector Magnitude,RR,label
70,14,0,71.39,0.695,1
24,21,64,71.51,0.766,1
1,13,42,43.98,0.769,1
25,7,5,26.44,0.769,1
89,64,21,111.62,0.743,1
147,3,0,147.03,0.668,1
17,0,0,17.0,0.625,1
6,9,0,10.82,0.762,1
0,0,0,0.0,0.722,1
60,60,18,86.74,0.665,1
48,179,106,213.5,0.638,1
62,135,94,175.8,0.626,1
99,437,104,459.98,0.615,1
31,110,74,136.15,0.615,1
110,195,45,228.36,0.613,1
17,164,56,174.13,0.61,1
28,126,80,151.86,0.605,1
100,291,79,317.68,0.604,1
35,99,87,136.36,0.612,1
93,77,47,129.56,0.619,1
28,2,91,95.23,0.623,1
7,5,7,11.09,0.623,1
26,1,70,74.68,0.615,1
34,30,13,47.17,0.605,1
21,3,16,26.57,0.596,1
0,0,0,0.0,0.594,1
8,0,4,8.94,0.598,1
0,0,19,19.0,0.606,1
12,0,30,32.31,0.618,1
9,8,11,16.31,0.617,1
20,0,46,50.16,0.604,1
0,0,2,2.0,0.595,1
0,0,2,2.0,0.594,1
26,0,2,26.08,0.587,1
155,112,107,219.13,0.594,1
73,63,45,106.41,0.609,1
9,56,45,72.4,0.642,1
0,0,0,0.0,0.66,1
0,0,0,0.0,0.809,1
0,0,0,0.0,0.755,1
0,0,0,0.0,0.686,1
0,0,0,0.0,0.631,1
1,16,0,16.03,0.636,1
9,44,1,44.92,0.706,1
0,12,0,12.0,0.785,1
0,19,0,19.0,0.8,1
0,22,0,22.0,0.792,1
0,7,0,7.0,0.629,1
0,0,0,0.0,0.677,1
0,0,0,0.0,0.662,1
0,0,0,0.0,0.65,1
0,0,0,0.0,0.65,1
0,1,0,1.0,0.666,1
4,0,0,4.0,0.669,1
9,0,0,9.0,0.784,1
45,0,4,45.18,0.744,1
39,0,16,42.15,0.693,1
216,46,35,223.6,0.649,1
77,22,57,98.3,0.639,1
67,0,21,70.21,0.633,1
48,6,65,81.02,0.636,1
0,0,0,0.0,0.643,1
0,0,0,0.0,0.647,1
0,6,0,6.0,0.643,1
0,0,0,0.0,0.637,1
0,0,0,0.0,0.622,1
0,0,0,0.0,0.622,1
0,0,0,0.0,0.642,1
0,1,0,1.0,0.809,1
0,0,0,0.0,0.82,1
0,0,0,0.0,0.767,1
0,0,0,0.0,0.761,1
0,0,0,0.0,0.764,1
0,0,0,0.0,0.748,1
0,0,0,0.0,0.692,1
0,0,0,0.0,0.646,1
0,6,0,6.0,0.661,1
0,0,0,0.0,0.651,1
0,0,0,0.0,0.648,1
0,8,0,8.0,0.653,1
0,0,0,0.0,0.64,1
0,0,0,0.0,0.637,1
0,0,0,0.0,0.621,1
0,0,0,0.0,0.609,1
0,0,0,0.0,0.599,1
0,0,0,0.0,0.59,1
0,0,0,0.0,0.582,1
0,0,0,0.0,0.571,1
0,0,0,0.0,0.574,1
0,0,0,0.0,0.569,1
0,0,0,0.0,0.572,1
0,0,0,0.0,0.574,1
0,0,0,0.0,0.58,1
0,13,0,13.0,0.582,1
0,7,0,7.0,0.579,1
114,32,81,143.46,0.567,1
135,47,13,143.54,0.557,1
257,80,79,280.52,0.562,1
32,30,126,133.42,0.575,1
72,0,74,103.25,0.585,1
15,0,12,19.21,0.575,1
0,0,0,0.0,0.579,1
0,0,0,0.0,0.583,1
0,0,0,0.0,0.585,1
0,20,0,20.0,0.584,1
3,30,0,30.15,0.59,1
0,0,0,0.0,0.593,1
0,0,0,0.0,0.598,1
0,0,0,0.0,0.597,1
0,0,0,0.0,0.594,1
0,0,0,0.0,0.597,1
0,0,0,0.0,0.596,1
0,0,2,2.0,0.585,1
0,0,8,8.0,0.58,1
0,0,0,0.0,0.587,1
0,0,0,0.0,0.593,1
0,0,0,0.0,0.599,1
0,0,0,0.0,0.591,1
0,0,0,0.0,0.608,1
0,0,0,0.0,0.632,1
0,0,0,0.0,0.826,1
0,0,0,0.0,0.802,1
0,0,0,0.0,0.753,1
0,0,0,0.0,0.731,1
0,0,0,0.0,0.68,1
0,0,0,0.0,0.648,1
0,0,0,0.0,0.627,1
0,6,0,6.0,0.631,1
0,44,0,44.0,0.73,1
0,0,0,0.0,0.694,1
0,0,0,0.0,0.688,1
0,0,0,0.0,0.69,1
0,0,0,0.0,0.729,1
0,0,0,0.0,0.76,1
32,49,52,78.29,0.756,1
207,152,21,257.67,0.79,1
100,87,11,133.0,0.821,1
231,204,55,313.05,0.84,1
72,37,57,99.01,0.833,1
275,70,39,286.44,0.774,1
285,23,84,298.01,0.729,1
77,0,79,110.32,0.676,1
71,0,41,81.99,0.625,1
23,0,5,23.54,0.619,1
0,0,0,0.0,0.636,1
1,0,43,43.01,0.76,1
11,0,28,30.08,0.779,1
0,0,0,0.0,0.746,1
0,0,0,0.0,0.753,1
0,0,0,0.0,0.78,1
0,0,0,0.0,0.809,1
0,0,0,0.0,0.823,1
0,0,0,0.0,0.789,1
0,0,0,0.0,0.752,1
0,0,0,0.0,0.727,1
0,0,0,0.0,0.724,1
0,0,0,0.0,0.705,1
0,0,0,0.0,0.685,1
0,0,0,0.0,0.658,1
0,0,0,0.0,0.664,1
0,0,0,0.0,0.715,1
0,0,0,0.0,0.789,1
0,0,0,0.0,0.804,1
0,0,0,0.0,0.775,1
0,0,0,0.0,0.771,1
0,0,0,0.0,0.781,1
0,0,0,0.0,0.773,1
46,8,53,70.63,0.715,1
208,33,105,235.33,0.698,1
223,69,75,245.18,0.689,1
112,43,105,159.43,0.655,1
60,0,0,60.0,0.641,1
0,0,0,0.0,0.69,1
55,3,64,84.44,0.728,1
135,33,41,144.9,0.764,1
100,16,13,102.1,0.71,1
144,10,15,145.12,0.702,1
99,10,60,116.19,0.79,1
62,0,0,62.0,0.818,1
25,0,0,25.0,0.831,1
0,0,0,0.0,0.831,1
0,0,0,0.0,0.784,1
0,0,0,0.0,0.771,1
0,0,0,0.0,0.786,1
0,0,0,0.0,0.77,1
0,0,0,0.0,0.777,1
0,0,0,0.0,0.799,1
0,0,0,0.0,0.788,1
0,0,0,0.0,0.765,1
0,0,8,8.0,0.737,1
0,0,28,28.0,0.747,1
0,0,7,7.0,0.741,1
0,3,65,65.07,0.745,1
65,81,67,123.59,0.79,1
79,94,142,187.73,0.813,1
0,0,17,17.0,0.82,1
0,6,7,9.22,0.821,1
0,0,0,0.0,0.803,1
0,16,22,27.2,0.795,1
0,0,0,0.0,0.751,1
0,0,0,0.0,0.704,1
0,14,0,14.0,0.711,1
0,8,3,8.54,0.709,1
0,1,49,49.01,0.742,1
0,0,18,18.0,0.71,1
75,104,41,134.62,0.667,1
66,147,63,173.01,0.699,1
7,19,0,20.25,0.652,1
0,0,0,0.0,0.643,1
0,0,7,7.0,0.623,1
14,0,66,67.47,0.636,1
0,0,14,14.0,0.656,1
5,0,12,13.0,0.654,1
150,0,69,165.11,0.644,1
46,0,39,60.31,0.702,1
179,83,37,200.75,0.665,1
57,14,26,64.2,0.712,1
56,0,10,56.89,0.651,1
112,4,22,114.21,0.659,1
130,40,141,195.91,0.757,1
260,91,181,329.61,0.74,1
17,10,8,21.28,0.721,1
12,1,39,40.82,0.714,1
10,0,0,10.0,0.654,1
6,0,1,6.08,0.646,1
5,22,9,24.29,0.632,1
27,27,112,118.33,0.694,1
53,0,37,64.64,0.706,1
8,0,46,46.69,0.696,1
0,0,18,18.0,0.653,1
49,0,69,84.63,0.717,1
239,27,71,250.78,0.731,1
323,11,149,355.88,0.75,1
13,0,43,44.92,0.695,1
45,0,40,60.21,0.667,1
16,4,59,61.26,0.67,1
2,11,0,11.18,0.706,1
0,0,0,0.0,0.654,1
0,0,0,0.0,0.663,1
6,12,9,16.16,0.751,1
0,0,0,0.0,0.765,1
0,0,0,0.0,0.777,1
0,7,10,12.21,0.8,1
0,4,25,25.32,0.795,1
0,0,0,0.0,0.807,1
0,6,0,6.0,0.795,1
0,0,0,0.0,0.772,1
0,36,0,36.0,0.73,1
0,9,0,9.0,0.676,1
1,1,0,1.41,0.643,1
70,150,24,167.26,0.655,1
33,73,7,80.42,0.713,1
33,33,37,59.56,0.731,1
0,1,0,1.0,0.703,1
0,0,0,0.0,0.726,1
0,0,0,0.0,0.761,1
0,0,8,8.0,0.732,1
0,0,0,0.0,0.699,1
0,0,0,0.0,0.732,1
11,24,66,71.08,0.726,1
33,23,38,55.34,0.698,1
3,0,21,21.21,0.666,1
10,4,9,14.04,0.67,1
0,0,0,0.0,0.661,1
0,0,15,15.0,0.666,1
35,7,16,39.12,0.667,1
22,27,4,35.06,0.709,1
10,2,0,10.2,0.654,1
0,0,0,0.0,0.646,1
0,5,0,5.0,0.629,1
0,0,0,0.0,0.615,1
0,0,0,0.0,0.619,1
7,0,0,7.0,0.668,1
0,0,5,5.0,0.684,1
9,0,7,11.4,0.732,1
15,0,3,15.3,0.72,1
176,265,28,319.35,0.681,1
21,104,32,110.82,0.744,1
0,113,7,113.22,0.736,1
0,41,0,41.0,0.659,1
0,0,13,13.0,0.712,1
4,0,0,4.0,0.74,1
0,0,0,0.0,0.758,1
0,0,0,0.0,0.815,1
0,0,0,0.0,0.854,1
0,0,0,0.0,0.807,1
0,0,0,0.0,0.777,1
0,0,0,0.0,0.754,1
0,0,0,0.0,0.729,1
0,0,0,0.0,0.683,1
0,0,0,0.0,0.65,1
12,9,18,23.43,0.64,1
21,4,0,21.38,0.623,1
16,1,13,20.64,0.637,1
0,0,0,0.0,0.635,1
0,0,0,0.0,0.692,1
0,0,0,0.0,0.714,1
0,0,0,0.0,0.782,1
0,0,0,0.0,0.782,1
0,0,0,0.0,0.73,1
0,0,0,0.0,0.685,1
0,0,0,0.0,0.701,1
0,0,0,0.0,0.67,1
0,0,19,19.0,0.735,1
0,0,10,10.0,0.754,1
0,0,0,0.0,0.752,1
0,0,0,0.0,0.705,1
38,236,148,281.15,0.678,1
5,132,13,132.73,0.714,1
0,71,8,71.45,0.749,1
0,4,0,4.0,0.774,1
0,0,11,11.0,0.756,1
5,12,21,24.7,0.729,1
5,1,0,5.1,0.751,1
0,0,0,0.0,0.815,1
0,0,0,0.0,0.839,1
0,0,0,0.0,0.813,1
0,1,0,1.0,0.795,1
85,251,78,276.24,0.773,1
68,93,29,118.8,0.761,1
3,94,0,94.05,0.715,1
0,31,0,31.0,0.675,1
0,0,0,0.0,0.688,1
0,0,0,0.0,0.711,1
0,0,0,0.0,0.76,1
0,0,0,0.0,0.739,1
0,0,0,0.0,0.756,1
0,0,0,0.0,0.791,1
0,0,0,0.0,0.777,1
0,0,0,0.0,0.755,1
0,0,0,0.0,0.744,1
17,0,6,18.03,0.742,1
57,28,100,118.46,0.747,1
32,12,25,42.34,0.748,1
182,183,87,272.36,0.732,1
101,86,64,147.29,0.727,1
6,59,25,64.36,0.695,1
26,0,27,37.48,0.721,1
10,5,0,11.18,0.746,1
0,0,0,0.0,0.775,1
0,0,0,0.0,0.762,1
0,0,0,0.0,0.767,1
0,0,0,0.0,0.767,1
0,0,0,0.0,0.768,1
0,0,0,0.0,0.73,1
0,0,0,0.0,0.68,1
0,0,0,0.0,0.649,1
0,0,0,0.0,0.647,1
0,0,0,0.0,0.646,1
0,0,0,0.0,0.657,1
0,0,0,0.0,0.755,1
0,0,0,0.0,0.801,1
0,0,0,0.0,0.819,1
10,0,9,13.45,0.834,1
37,0,58,68.8,0.842,1
178,245,33,304.63,0.866,1
64,167,33,181.86,0.886,1
65,333,166,377.72,0.822,1
14,49,60,78.72,0.775,1
0,53,0,53.0,0.735,1
0,9,0,9.0,0.711,1
0,0,0,0.0,0.686,1
6,2,0,6.32,0.725,1
0,0,0,0.0,0.771,1
0,0,0,0.0,0.802,1
0,0,0,0.0,0.811,1
1,0,0,1.0,0.825,1
23,0,81,84.2,0.801,1
32,5,116,120.44,0.791,1
38,63,65,98.17,0.787,1
0,4,5,6.4,0.772,1
15,7,9,18.84,0.772,1
0,0,0,0.0,0.776,1
0,0,0,0.0,0.786,1
0,0,0,0.0,0.766,1
0,0,0,0.0,0.734,1
0,0,0,0.0,0.694,1
0,0,0,0.0,0.692,1
1,0,1,1.41,0.681,1
121,190,31,227.38,0.66,1
67,105,46,132.78,0.725,1
99,83,108,168.39,0.745,1
14,88,42,98.51,0.729,1
13,28,44,53.75,0.688,1
1,0,6,6.08,0.651,1
16,19,20,31.89,0.619,1
73,29,22,81.57,0.617,1
23,0,0,23.0,0.604,1
188,194,94,286.03,0.607,1
133,59,49,153.53,0.614,1
39,58,5,70.07,0.673,1
57,12,53,78.75,0.751,1
56,64,27,89.22,0.757,1
36,17,13,41.88,0.759,1
13,5,0,13.93,0.722,1
7,6,17,19.34,0.687,1
0,0,1,1.0,0.699,1
43,95,57,118.84,0.692,1
56,71,41,99.29,0.755,1
4,1,1,4.24,0.732,1
13,7,54,55.98,0.682,1
39,31,92,104.62,0.681,1
49,95,47,116.77,0.661,1
0,89,48,101.12,0.653,1
0,49,13,50.7,0.647,1
5,45,26,52.21,0.702,1
8,18,0,19.7,0.697,1
2,14,0,14.14,0.684,1
0,0,0,0.0,0.783,1
4,0,15,15.52,0.775,1
0,11,4,11.7,0.758,1
10,46,3,47.17,0.735,1
0,0,0,0.0,0.739,1
0,0,0,0.0,0.73,1
4,0,2,4.47,0.705,1
0,0,0,0.0,0.66,1
0,0,0,0.0,0.632,1
0,0,0,0.0,0.611,1
0,0,0,0.0,0.608,1
0,0,0,0.0,0.615,1
0,0,0,0.0,0.633,1
0,13,0,13.0,0.653,1
0,0,0,0.0,0.706,1
0,0,0,0.0,0.697,1
0,7,3,7.62,0.689,1
0,0,0,0.0,0.785,1
0,0,0,0.0,0.762,1
0,0,0,0.0,0.715,1
0,0,0,0.0,0.682,1
0,0,0,0.0,0.712,1
0,0,0,0.0,0.733,1
0,0,0,0.0,0.793,1
0,0,0,0.0,0.803,1
0,0,0,0.0,0.809,1
0,0,0,0.0,0.8,1
0,0,0,0.0,0.79,1
0,0,0,0.0,0.753,1
0,0,0,0.0,0.729,1
0,0,0,0.0,0.736,1
0,0,0,0.0,0.733,1
0,0,0,0.0,0.754,1
0,0,0,0.0,0.728,1
0,0,0,0.0,0.695,1
0,0,0,0.0,0.739,1
0,27,3,27.17,0.731,1
0,10,0,10.0,0.687,1
0,0,0,0.0,0.657,1
0,0,0,0.0,0.648,1
0,0,0,0.0,0.632,1
0,0,0,0.0,0.63,1
0,0,0,0.0,0.628,1
0,0,0,0.0,0.653,1
0,0,0,0.0,0.655,1
0,0,0,0.0,0.692,1
0,0,0,0.0,0.713,1
0,0,0,0.0,0.771,1
0,0,0,0.0,0.797,1
2,9,17,19.34,0.779,1
0,0,0,0.0,0.732,1
0,0,0,0.0,0.665,1
0,0,0,0.0,0.65,1
0,0,7,7.0,0.646,1
5,0,0,5.0,0.692,1
0,12,14,18.44,0.725,1
0,9,7,11.4,0.798,1
31,4,28,41.96,0.782,1
0,16,26,30.53,0.821,1
0,6,0,6.0,0.861,1
0,0,0,0.0,0.873,1
0,0,0,0.0,0.865,1
0,0,0,0.0,0.81,1
0,0,0,0.0,0.76,1
0,0,0,0.0,0.715,1
0,35,0,35.0,0.677,1
6,43,3,43.52,0.674,1
0,0,0,0.0,0.688,1
0,0,0,0.0,0.709,1
0,0,0,0.0,0.718,1
0,0,0,0.0,0.675,1
0,0,0,0.0,0.676,1
0,0,0,0.0,0.768,1
0,0,0,0.0,0.807,1
0,0,0,0.0,0.775,1
0,0,0,0.0,0.77,1
0,0,0,0.0,0.767,1
0,0,39,39.0,0.771,1
0,10,29,30.68,0.726,1
0,2,9,9.22,0.727,1
0,19,29,34.67,0.682,1
0,0,7,7.0,0.686,1
0,0,0,0.0,0.66,1
0,0,0,0.0,0.661,1
0,0,0,0.0,0.646,1
0,0,0,0.0,0.635,1
0,0,0,0.0,0.63,1
0,0,0,0.0,0.629,1
204,128,141,279.07,0.638,1
82,78,39,119.7,0.658,1
65,52,33,89.54,0.709,1
82,8,0,82.39,0.722,1
263,93,91,293.43,0.696,1
128,52,80,159.65,0.743,1
105,240,49,266.51,0.722,1
12,81,72,109.04,0.667,1
0,94,0,94.0,0.658,1
0,38,0,38.0,0.647,1
0,0,0,0.0,0.662,1
0,0,0,0.0,0.719,1
0,0,0,0.0,0.738,1
0,0,0,0.0,0.742,1
0,2,1,2.24,0.698,1
13,21,23,33.75,0.679,1
19,53,27,62.44,0.667,1
32,205,115,237.22,0.709,1
0,118,9,118.34,0.715,1
0,83,19,85.15,0.761,1
39,15,10,42.97,0.81,1
1,0,3,3.16,0.782,1
0,0,2,2.0,0.764,1
0,0,0,0.0,0.749,1
0,0,0,0.0,0.701,1
0,0,0,0.0,0.716,1
0,0,0,0.0,0.655,1
5,0,33,33.38,0.687,1
1,0,60,60.01,0.665,1
0,0,0,0.0,0.651,1
0,0,0,0.0,0.641,1
0,0,0,0.0,0.646,1
0,0,0,0.0,0.708,1
0,0,0,0.0,0.699,1
0,0,0,0.0,0.677,1
22,0,0,22.0,0.677,1
0,0,0,0.0,0.714,1
9,0,0,9.0,0.722,1
0,0,13,13.0,0.741,1
0,0,0,0.0,0.694,1
2,0,4,4.47,0.702,1
131,93,134,209.2,0.757,1
143,107,134,223.28,0.775,1
72,47,80,117.44,0.753,1
0,3,5,5.83,0.697,1
0,0,0,0.0,0.667,1
0,0,0,0.0,0.66,1
53,27,32,67.54,0.657,1
35,22,54,68.01,0.7,1
101,10,56,115.92,0.673,1
29,0,50,57.8,0.643,1
0,0,0,0.0,0.641,1
0,0,0,0.0,0.648,1
9,0,0,9.0,0.72,1
13,9,10,18.71,0.771,1
21,37,10,43.7,0.783,1
28,28,19,43.92,0.729,1
32,40,28,58.38,0.673,1
59,44,38,82.83,0.651,1
67,75,35,106.48,0.634,1
60,71,46,103.72,0.647,1
69,47,31,89.06,0.699,1
55,44,42,82.01,0.655,1
24,38,9,45.84,0.718,1
24,24,58,67.2,0.829,1
46,29,56,78.06,0.813,1
16,60,13,63.44,0.787,1
52,48,19,73.27,0.766,1
24,52,73,92.78,0.742,1
6,67,49,83.22,0.706,1
28,33,17,46.5,0.684,1
52,42,24,71.02,0.677,1
30,42,30,59.7,0.708,1
32,21,9,39.32,0.677,1
48,55,53,90.21,0.669,1
0,49,13,50.7,0.783,1
66,41,51,92.94,0.792,1
62,38,68,99.56,0.76,1
57,32,70,95.78,0.751,1
19,21,30,41.26,0.756,1
3,21,9,23.04,0.772,1
77,334,124,364.5,0.769,1
58,309,205,375.33,0.739,1
64,140,92,179.33,0.7,1
25,100,27,106.56,0.681,1
7,77,12,78.24,0.708,1
152,282,36,322.37,0.709,1
178,88,49,204.52,0.689,1
98,130,18,163.79,0.678,1
201,191,155,317.66,0.744,1
147,228,68,279.67,0.779,1
33,124,52,138.45,0.791,1
25,97,36,106.44,0.764,1
10,103,28,107.21,0.77,1
18,54,21,60.67,0.754,1
27,7,18,33.2,0.71,1
43,22,15,50.58,0.682,1
159,259,110,323.21,0.663,1
68,306,156,350.14,0.644,1
28,83,9,88.06,0.655,1
19,72,22,77.65,0.755,1
45,74,6,86.82,0.703,1
21,36,74,84.93,0.653,1
14,77,69,104.34,0.65,1
16,80,0,81.58,0.653,1
12,67,41,79.46,0.662,1
5,78,16,79.78,0.659,1
18,85,6,87.09,0.666,1
48,45,18,68.21,0.827,1
34,62,41,81.74,0.825,1
41,38,7,56.34,0.855,1
20,48,31,60.54,0.841,1
20,50,41,67.68,0.803,1
41,19,66,79.99,0.771,1
30,26,23,45.88,0.747,1
49,40,31,70.44,0.75,1
67,53,32,91.22,0.774,1
75,33,42,92.08,0.775,1
85,56,46,111.7,0.748,1
70,60,49,104.41,0.709,1
40,51,47,80.06,0.677,1
12,52,24,58.51,0.651,1
13,41,36,56.09,0.639,1
22,71,7,74.66,0.63,1
133,338,6,363.28,0.625,1
115,431,84,453.92,0.635,1
126,149,59,203.86,0.695,1
56,77,30,99.82,0.703,1
66,42,33,84.91,0.685,1
59,64,42,96.65,0.679,1
22,28,77,84.84,0.666,1
17,36,7,40.42,0.647,1
0,9,30,31.32,0.637,1
0,0,0,0.0,0.64,1
0,0,0,0.0,0.661,1
0,0,0,0.0,0.658,1
0,0,0,0.0,0.658,1
0,0,0,0.0,0.663,1
0,0,0,0.0,0.766,1
0,0,0,0.0,0.804,1
0,0,0,0.0,0.782,1
3,3,9,9.95,0.799,1
5,4,19,20.05,0.798,1
19,6,5,20.54,0.775,1
14,0,13,19.1,0.762,1
0,0,0,0.0,0.759,1
9,0,4,9.85,0.762,1
24,17,0,29.41,0.757,1
0,7,33,33.73,0.729,1
37,29,0,47.01,0.734,1
30,17,31,46.37,0.765,1
5,13,55,56.74,0.752,1
0,1,3,3.16,0.745,1
28,15,54,62.65,0.731,1
48,12,60,77.77,0.739,1
32,21,16,41.48,0.735,1
33,31,20,49.5,0.716,1
8,34,8,35.83,0.742,1
15,17,0,22.67,0.751,1
0,17,20,26.25,0.767,1
42,64,36,84.59,0.778,1
69,39,92,121.43,0.786,1
0,0,0,0.0,0.792,1
0,0,0,0.0,0.774,1
9,38,10,40.31,0.768,1
1,85,54,100.71,0.787,1
28,13,0,30.87,0.801,1
0,0,0,0.0,0.795,1
0,0,0,0.0,0.766,1
0,0,0,0.0,0.72,1
0,0,0,0.0,0.678,1
13,4,0,13.6,0.692,1
0,0,0,0.0,0.726,1
0,0,0,0.0,0.667,1
0,0,0,0.0,0.661,1
17,86,9,88.12,0.667,1
15,43,0,45.54,0.707,1
196,136,67,247.79,0.739,1
160,216,10,268.99,0.764,1
41,78,40,96.77,0.697,1
0,29,0,29.0,0.679,1
0,40,11,41.48,0.679,1
31,3,47,56.38,0.767,1
23,57,13,62.83,0.731,1
12,16,18,26.91,0.734,1
12,35,5,37.34,0.752,1
25,35,0,43.01,0.762,1
27,67,18,74.44,0.734,1
17,44,9,48.02,0.747,1
0,54,18,56.92,0.777,1
26,41,15,50.81,0.819,1
44,40,20,62.74,0.817,1
12,37,0,38.9,0.772,1
18,37,7,41.74,0.746,1
22,29,19,41.06,0.7,1
12,42,6,44.09,0.669,1
0,7,0,7.0,0.638,1
23,13,0,26.42,0.633,1
19,58,5,61.24,0.64,1
0,31,0,31.0,0.653,1
1,13,6,14.35,0.784,1
0,0,6,6.0,0.82,1
0,0,0,0.0,0.841,1
0,0,0,0.0,0.839,1
13,0,22,25.55,0.844,1
31,0,58,65.76,0.818,1
0,0,0,0.0,0.769,1
0,0,0,0.0,0.722,1
0,0,0,0.0,0.671,1
0,0,0,0.0,0.631,1
0,0,0,0.0,0.629,1
0,0,0,0.0,0.621,1
0,0,0,0.0,0.62,1
0,0,0,0.0,0.623,1
0,0,0,0.0,0.645,1
0,0,0,0.0,0.651,1
0,9,0,9.0,0.644,1
0,0,0,0.0,0.635,1
0,0,0,0.0,0.711,1
0,0,0,0.0,0.714,1
0,0,0,0.0,0.684,1
0,0,0,0.0,0.828,1
0,0,0,0.0,0.786,1
