Axis1,Axis2,Axis3,Vector Magnitude,RR,label
0,0,0,0.0,0.723,0
0,0,0,0.0,0.687,0
0,0,5,5.0,0.82,0
0,39,12,40.8,0.861,0
26,43,34,60.67,0.823,0
74,29,40,88.98,0.814,0
31,9,3,32.42,0.776,0
59,10,18,62.49,0.775,0
53,108,29,123.75,0.744,0
21,20,1,29.02,0.769,0
0,13,30,32.7,0.776,0
0,0,42,42.0,0.776,0
0,0,2,2.0,0.819,0
0,0,0,0.0,0.903,0
0,0,0,0.0,0.957,0
2,0,2,2.83,0.896,0
0,0,0,0.0,0.94,0
0,0,0,0.0,0.897,0
0,0,0,0.0,0.811,0
7,11,12,17.72,0.797,0
8,0,3,8.54,0.768,0
27,31,1,41.12,0.764,0
18,119,122,171.37,0.761,0
14,66,207,217.72,0.825,0
0,141,155,209.54,0.866,0
101,82,75,150.17,0.852,0
66,37,117,139.33,0.828,0
16,98,39,106.68,0.837,0
39,44,40,71.11,0.817,0
0,0,0,0.0,0.827,0
0,0,24,24.0,0.822,0
17,0,9,19.24,0.797,0
0,0,0,0.0,0.751,0
0,0,0,0.0,0.714,0
0,0,0,0.0,0.798,0
42,48,19,66.55,0.795,0
43,103,237,261.97,0.767,0
10,54,82,98.69,0.748,0
14,16,95,97.35,0.707,0
0,0,5,5.0,0.744,0
76,67,54,114.81,0.791,0
91,134,132,208.95,0.958,0
63,70,85,126.86,0.796,0
0,0,0,0.0,0.911,0
0,0,0,0.0,0.824,0
0,0,0,0.0,0.844,0
2,30,0,30.07,0.82,0
66,74,62,116.94,0.778,0
71,56,64,110.78,0.734,0
1,6,9,10.86,0.781,0
11,34,0,35.74,0.783,0
17,168,75,184.76,0.753,0
38,79,26,91.44,0.847,0
96,122,164,225.82,0.823,0
6,22,71,74.57,0.791,0
146,60,113,194.13,0.778,0
99,100,73,158.52,0.725,0
30,41,56,75.61,0.698,0
0,0,0,0.0,0.682,0
0,0,0,0.0,0.66,0
0,0,0,0.0,0.657,0
0,0,4,4.0,0.654,0
0,0,1,1.0,0.651,0
0,0,0,0.0,0.657,0
0,0,0,0.0,0.688,0
0,0,0,0.0,0.783,0
13,0,6,14.32,0.786,0
1,0,4,4.12,0.719,0
0,0,0,0.0,0.665,0
20,25,7,32.77,0.664,0
25,22,40,52.05,0.667,0
30,2,6,30.66,0.728,0
8,0,19,20.62,0.965,0
48,8,76,90.24,0.853,0
79,53,73,119.91,0.843,0
54,35,108,125.72,0.786,0
69,15,120,139.23,0.803,0
45,64,87,117.0,0.764,0
43,59,53,90.22,0.726,0
12,10,13,20.32,0.702,0
0,0,0,0.0,0.693,0
0,0,0,0.0,0.689,0
0,0,0,0.0,0.703,0
0,0,0,0.0,0.786,0
0,12,27,29.55,0.995,0
0,11,15,18.6,0.937,0
0,2,10,10.2,0.822,0
0,45,5,45.28,0.9,0
0,29,14,32.2,0.894,0
10,69,59,91.33,0.851,0
107,25,120,162.71,0.799,0
95,58,95,146.34,0.804,0
2,71,26,75.64,0.753,0
48,66,78,112.89,0.714,0
0,30,31,43.14,0.691,0
0,0,0,0.0,0.712,0
2,38,7,38.69,0.719,0
0,0,0,0.0,0.702,0
0,0,0,0.0,0.771,0
0,0,0,0.0,0.863,0
9,10,28,31.06,0.779,0
41,94,164,193.42,0.718,0
43,37,97,112.37,0.694,0
12,8,117,117.89,0.685,0
0,0,57,57.0,0.686,0
0,0,0,0.0,0.693,0
0,0,0,0.0,0.699,0
0,0,0,0.0,0.686,0
0,0,0,0.0,0.859,0
0,0,0,0.0,0.716,0
0,0,0,0.0,0.784,0
0,0,0,0.0,0.825,0
0,0,0,0.0,0.819,0
0,0,0,0.0,0.792,0
0,0,0,0.0,0.741,0
0,0,0,0.0,0.733,0
0,0,0,0.0,0.692,0
2,18,10,20.69,0.686,0
0,0,18,18.0,0.683,0
0,0,0,0.0,0.687,0
0,0,0,0.0,0.7,0
0,0,0,0.0,0.815,0
0,0,0,0.0,0.834,0
0,0,0,0.0,0.829,0
0,0,0,0.0,0.854,0
0,0,0,0.0,0.79,0
0,0,0,0.0,0.78,0
0,0,0,0.0,0.801,0
0,0,0,0.0,0.779,0
0,0,0,0.0,0.739,0
0,0,0,0.0,0.741,0
0,0,0,0.0,0.747,0
0,0,0,0.0,0.759,0
0,0,0,0.0,0.751,0
0,0,0,0.0,0.795,0
26,39,113,122.34,0.813,0
56,56,9,79.71,0.862,0
35,39,28,59.41,0.839,0
18,0,40,43.86,0.872,0
0,0,0,0.0,0.838,0
0,0,0,0.0,0.752,0
0,0,0,0.0,0.801,0
0,0,0,0.0,0.772,0
0,0,0,0.0,0.722,0
0,0,0,0.0,0.714,0
0,0,0,0.0,0.716,0
0,0,0,0.0,0.714,0
0,0,0,0.0,0.748,0
0,0,0,0.0,0.738,0
0,0,0,0.0,0.712,0
8,0,5,9.43,0.725,0
0,0,0,0.0,0.703,0
0,0,0,0.0,0.672,0
0,0,0,0.0,0.681,0
20,0,0,20.0,0.68,0
2,0,29,29.07,0.711,0
0,0,0,0.0,0.89,0
0,0,0,0.0,0.697,0
0,0,0,0.0,0.702,0
0,0,0,0.0,0.708,0
0,0,0,0.0,0.72,0
0,0,0,0.0,0.71,0
0,0,0,0.0,0.718,0
0,0,0,0.0,0.693,0
0,0,0,0.0,0.682,0
0,0,0,0.0,0.688,0
0,0,0,0.0,0.713,0
101,64,127,174.43,0.818,0
13,19,124,126.12,0.718,0
31,25,166,170.71,0.769,0
56,23,116,130.85,0.766,0
87,53,183,209.44,0.784,0
85,52,212,234.25,0.744,0
63,91,49,121.04,0.775,0
5,0,0,5.0,0.749,0
0,0,0,0.0,0.74,0
0,0,27,27.0,0.866,0
0,0,9,9.0,0.821,0
0,0,0,0.0,0.868,0
0,0,0,0.0,0.757,0
0,0,14,14.0,0.757,0
0,0,0,0.0,0.723,0
0,0,0,0.0,0.722,0
0,0,0,0.0,0.715,0
0,0,0,0.0,0.722,0
0,0,0,0.0,0.751,0
0,0,0,0.0,0.774,0
0,0,0,0.0,0.74,0
0,0,0,0.0,0.755,0
0,0,0,0.0,0.724,0
0,0,0,0.0,0.696,0
0,0,0,0.0,0.693,0
0,0,0,0.0,0.696,0
0,0,0,0.0,0.841,0
0,0,0,0.0,0.878,0
0,0,0,0.0,0.879,0
0,0,0,0.0,0.793,0
0,0,0,0.0,0.832,0
0,0,0,0.0,0.796,0
0,0,0,0.0,0.777,0
0,0,0,0.0,0.734,0
0,0,0,0.0,0.71,0
0,0,0,0.0,0.688,0
0,0,0,0.0,0.671,0
0,0,0,0.0,0.66,0
0,0,0,0.0,0.694,0
0,0,0,0.0,0.702,0
0,0,0,0.0,0.702,0
0,0,0,0.0,0.688,0
0,0,0,0.0,0.689,0
0,0,0,0.0,0.677,0
0,0,0,0.0,0.662,0
0,0,0,0.0,0.641,0
0,0,0,0.0,0.646,0
6,8,21,23.26,0.659,0
0,3,17,17.26,0.787,0
0,0,0,0.0,0.814,0
85,78,68,133.91,0.698,0
28,55,58,84.69,0.854,0
26,55,3,60.91,0.83,0
0,4,2,4.47,0.854,0
0,0,9,9.0,0.799,0
8,0,34,34.93,0.836,0
64,10,85,106.87,0.765,0
27,0,51,57.71,0.771,0
123,73,131,193.96,0.777,0
137,80,78,176.79,0.749,0
189,159,145,286.4,0.816,0
54,12,79,96.44,0.856,0
24,19,53,61.2,0.842,0
0,0,61,61.0,0.797,0
0,0,9,9.0,0.786,0
100,96,173,221.69,0.74,0
30,37,88,100.06,0.703,0
16,38,52,66.36,0.688,0
12,0,0,12.0,0.688,0
0,0,0,0.0,0.677,0
0,0,0,0.0,0.654,0
0,0,0,0.0,0.649,0
0,0,0,0.0,0.677,0
0,0,0,0.0,0.659,0
0,0,0,0.0,0.633,0
0,0,0,0.0,0.642,0
0,0,0,0.0,0.644,0
0,0,0,0.0,0.659,0
0,0,0,0.0,0.697,0
0,0,0,0.0,0.707,0
0,0,0,0.0,0.681,0
0,0,0,0.0,0.7,0
23,0,80,83.24,0.72,0
0,0,5,5.0,0.732,0
0,0,0,0.0,0.735,0
0,0,11,11.0,0.704,0
0,0,0,0.0,0.703,0
0,0,0,0.0,0.707,0
0,0,0,0.0,0.732,0
67,96,75,139.03,0.706,0
2,17,48,50.96,0.726,0
0,15,0,15.0,0.731,0
0,0,0,0.0,0.745,0
0,0,0,0.0,0.748,0
0,0,0,0.0,0.716,0
0,0,0,0.0,0.742,0
0,0,0,0.0,0.755,0
32,41,55,75.7,0.741,0
48,61,135,155.72,0.707,0
8,49,76,90.78,0.736,0
33,28,35,55.66,0.729,0
75,29,67,104.67,0.721,0
78,15,232,245.22,0.688,0
4,5,93,93.22,0.703,0
9,25,0,26.57,0.664,0
16,13,85,87.46,0.747,0
12,9,0,15.0,0.812,0
0,0,0,0.0,0.72,0
0,0,0,0.0,0.764,0
0,0,0,0.0,0.823,0
0,0,0,0.0,0.821,0
0,0,0,0.0,0.793,0
0,0,0,0.0,0.744,0
0,0,0,0.0,0.771,0
0,0,0,0.0,0.786,0
0,0,0,0.0,0.795,0
0,0,0,0.0,0.746,0
0,0,0,0.0,0.811,0
0,0,0,0.0,0.824,0
113,80,50,147.2,0.831,0
69,67,58,112.31,0.811,0
56,55,18,80.53,0.832,0
19,13,0,23.02,0.836,0
51,43,61,90.39,0.822,0
87,72,99,150.18,0.761,0
26,54,66,89.15,0.775,0
0,14,9,16.64,0.744,0
0,0,0,0.0,0.691,0
25,0,63,67.78,0.693,0
146,113,49,191.01,0.72,0
38,40,34,64.81,0.771,0
33,34,23,52.67,0.859,0
6,0,13,14.32,0.727,0
0,0,13,13.0,0.894,0
0,0,9,9.0,0.796,0
0,0,7,7.0,0.835,0
0,0,0,0.0,0.774,0
0,0,0,0.0,0.837,0
0,0,0,0.0,0.846,0
102,108,117,189.1,0.835,0
46,39,57,82.98,0.802,0
17,33,20,42.17,0.828,0
0,0,0,0.0,0.742,0
3,0,33,33.14,0.81,0
3,10,6,12.04,0.807,0
25,19,139,142.5,0.813,0
140,29,282,316.17,0.763,0
222,0,271,350.32,0.816,0
20,0,122,123.63,0.816,0
3,10,12,15.91,0.762,0
37,5,86,93.75,0.728,0
0,0,25,25.0,0.764,0
0,0,0,0.0,0.781,0
0,0,0,0.0,0.868,0
0,0,0,0.0,0.724,0
0,0,0,0.0,0.789,0
0,0,0,0.0,0.808,0
0,0,0,0.0,0.928,0
0,0,0,0.0,0.772,0
0,0,0,0.0,0.813,0
0,0,0,0.0,0.867,0
0,0,0,0.0,0.872,0
0,0,0,0.0,0.813,0
0,0,0,0.0,0.826,0
0,0,0,0.0,0.846,0
26,19,42,52.92,0.801,0
29,12,29,42.73,0.73,0
0,0,0,0.0,0.739,0
0,0,0,0.0,0.731,0
0,0,0,0.0,0.755,0
0,0,0,0.0,0.758,0
0,0,0,0.0,0.721,0
0,0,0,0.0,0.702,0
0,0,0,0.0,0.695,0
0,0,0,0.0,0.753,0
0,0,0,0.0,0.813,0
0,0,0,0.0,0.964,0
0,0,0,0.0,0.745,0
0,0,0,0.0,0.821,0
0,0,0,0.0,0.851,0
0,0,0,0.0,0.859,0
0,0,0,0.0,0.782,0
0,0,0,0.0,0.842,0
0,0,0,0.0,0.84,0
0,0,0,0.0,0.841,0
0,0,0,0.0,0.803,0
0,0,0,0.0,0.82,0
0,0,0,0.0,0.85,0
0,0,0,0.0,0.86,0
0,0,0,0.0,0.781,0
0,0,0,0.0,0.788,0
0,0,0,0.0,0.795,0
0,0,0,0.0,0.856,0
0,0,0,0.0,0.795,0
0,0,0,0.0,0.869,0
0,0,0,0.0,0.907,0
3,0,24,24.19,0.865,0
39,22,29,53.35,0.86,0
58,3,85,102.95,0.916,0
45,43,103,120.35,0.872,0
19,29,120,124.91,0.795,0
62,55,67,106.57,0.763,0
24,36,48,64.62,0.752,0
5,28,30,41.34,0.767,0
25,12,227,228.69,0.718,0
17,54,193,201.13,0.705,0
33,20,142,147.15,0.814,0
18,6,101,102.77,0.833,0
52,45,119,137.44,0.811,0
26,30,45,60.01,0.787,0
11,5,66,67.1,0.829,0
21,0,51,55.15,0.856,0
0,0,7,7.0,0.86,0
0,0,0,0.0,0.848,0
0,0,0,0.0,0.83,0
0,0,0,0.0,0.823,0
17,8,34,38.85,0.797,0
7,0,25,25.96,0.803,0
0,4,2,4.47,0.834,0
9,0,35,36.14,0.83,0
0,0,0,0.0,0.799,0
0,0,0,0.0,0.814,0
0,0,0,0.0,0.793,0
0,0,0,0.0,0.734,0
0,0,0,0.0,0.715,0
0,0,0,0.0,0.695,0
0,0,0,0.0,0.7,0
0,0,0,0.0,0.717,0
0,0,0,0.0,0.774,0
0,0,0,0.0,0.75,0
9,5,7,12.45,0.72,0
7,0,11,13.04,0.771,0
0,0,0,0.0,0.777,0
0,0,0,0.0,0.779,0
0,0,0,0.0,0.783,0
0,0,0,0.0,0.815,0
0,0,0,0.0,0.785,0
0,0,0,0.0,0.752,0
0,0,0,0.0,0.763,0
0,0,0,0.0,0.871,0
0,0,0,0.0,0.822,0
0,1,0,1.0,0.841,0
85,75,142,181.7,0.847,0
45,42,63,88.08,0.792,0
3,2,58,58.11,0.815,0
0,0,0,0.0,0.88,0
0,0,0,0.0,0.925,0
0,0,0,0.0,0.872,0
0,0,0,0.0,0.921,0
7,11,9,15.84,0.951,0
136,120,36,184.91,0.938,0
47,66,2,81.05,0.851,0
24,35,14,44.69,0.857,0
99,101,47,149.03,0.838,0
62,49,67,103.61,0.828,0
63,55,0,83.63,0.791,0
10,2,0,10.2,0.857,0
0,0,0,0.0,0.919,0
0,0,0,0.0,0.856,0
0,0,0,0.0,0.899,0
0,0,0,0.0,0.885,0
0,0,0,0.0,0.818,0
0,0,0,0.0,0.846,0
0,0,0,0.0,0.816,0
0,0,0,0.0,0.788,0
0,0,0,0.0,0.785,0
0,0,0,0.0,0.819,0
0,0,0,0.0,0.886,0
0,0,0,0.0,0.884,0
0,0,0,0.0,0.849,0
0,0,0,0.0,0.802,0
3,3,5,6.56,0.851,0
0,0,0,0.0,0.878,0
0,0,0,0.0,0.89,0
0,0,0,0.0,0.848,0
0,0,0,0.0,0.8,0
0,0,3,3.0,0.853,0
22,28,10,36.99,0.856,0
20,5,31,37.23,0.824,0
0,0,0,0.0,0.854,0
0,0,0,0.0,0.856,0
0,0,0,0.0,0.847,0
0,0,0,0.0,0.824,0
0,0,0,0.0,0.784,0
0,0,0,0.0,0.767,0
0,0,0,0.0,0.744,0
0,0,0,0.0,0.726,0
0,0,0,0.0,0.738,0
0,0,0,0.0,0.76,0
0,0,0,0.0,0.742,0
71,83,72,130.82,0.874,0
9,34,46,57.91,0.765,0
10,38,30,49.44,0.756,0
0,5,39,39.32,0.869,0
35,0,47,58.6,0.891,0
1,0,0,1.0,0.901,0
6,0,36,36.5,0.881,0
9,0,7,11.4,0.845,0
0,0,0,0.0,0.795,0
0,0,0,0.0,0.84,0
0,0,0,0.0,0.843,0
0,0,0,0.0,0.845,0
0,0,0,0.0,0.614,0
0,0,0,0.0,0.604,0
0,0,0,0.0,0.601,0
0,0,1,1.0,0.598,0
0,0,0,0.0,0.603,0
0,0,0,0.0,0.608,0
0,0,0,0.0,0.611,0
0,0,0,0.0,0.3,0
0,0,0,0.0,0.315,0
0,0,0,0.0,0.608,0
0,0,0,0.0,0.608,0
0,0,0,0.0,0.614,0
0,0,0,0.0,0.63,0
0,0,0,0.0,0.652,0
0,0,0,0.0,0.675,0
64,80,154,184.96,0.669,0
37,58,90,113.28,0.687,0
14,54,73,91.87,0.666,0
0,1,12,12.04,0.666,0
0,0,0,0.0,0.655,0
37,7,22,43.61,0.626,0
25,9,41,48.86,0.628,0
41,6,152,157.55,0.616,0
44,13,90,101.02,0.611,0
0,0,0,0.0,0.601,0
0,0,0,0.0,0.608,0
0,0,0,0.0,0.612,0
0,0,0,0.0,0.62,0
0,0,0,0.0,0.853,0
0,0,0,0.0,0.871,0
0,0,0,0.0,0.845,0
0,0,0,0.0,0.804,0
0,0,0,0.0,0.849,0
0,0,0,0.0,0.89,0
0,0,0,0.0,0.814,0
0,0,0,0.0,0.886,0
0,0,0,0.0,0.888,0
0,0,0,0.0,0.842,0
0,0,0,0.0,0.79,0
0,0,0,0.0,0.818,0
0,0,0,0.0,0.817,0
0,0,0,0.0,0.768,0
0,0,0,0.0,0.738,0
0,0,0,0.0,0.743,0
0,0,0,0.0,0.745,0
30,0,5,30.41,0.736,0
0,0,0,0.0,0.708,0
0,0,0,0.0,0.722,0
0,0,0,0.0,0.724,0
0,0,0,0.0,0.766,0
0,0,0,0.0,0.76,0
0,0,0,0.0,0.735,0
0,0,0,0.0,0.766,0
0,0,0,0.0,0.775,0
0,0,0,0.0,0.795,0
0,0,0,0.0,0.745,0
0,0,0,0.0,0.795,0
0,0,0,0.0,0.826,0
0,0,0,0.0,0.943,0
0,0,0,0.0,0.757,0
0,0,0,0.0,0.888,0
0,0,0,0.0,0.939,0
0,0,0,0.0,0.912,0
0,0,0,0.0,0.78,0
